Timestamp,Price
2025-09-02 00:00:00,242.63222690938184
2025-09-03 00:00:00,242.63222690938184
2025-09-04 00:00:00,245.25450329652796
2025-09-05 00:00:00,248.87024530710752
2025-09-06 00:00:00,249.60264892226965
2025-09-07 00:00:00,249.57409051500593
2025-09-08 00:00:00,257.4053467172903
2025-09-09 00:00:00,257.4053467172903
2025-09-10 00:00:00,260.39288029780886
2025-09-11 00:00:00,258.2333540453497
2025-09-12 00:00:00,258.3665353303072
2025-09-13 00:00:00,254.87159744038655
2025-09-14 00:00:00,254.83745057425315
2025-09-15 00:00:00,258.476323308937
2025-09-16 00:00:00,258.476323308937
2025-09-17 00:00:00,258.3841886899866
2025-09-18 00:00:00,262.14529302827486
2025-09-19 00:00:00,266.5808585392037
2025-09-20 00:00:00,267.788402977895
2025-09-20 07:52:16,268.0727055725212
